python	beer-song	PASS	1	0.001447	10s
python	affine-cipher	PASS	1	0.000907	12s
python	book-store	PASS	1	0.000882	14s
python	connect	PASS	1	0.000763	12s
python	dominoes	PASS	1	0.000774	8s
python	dot-dsl	PASS	1	0.000856	10s
python	bottle-song	PASS	3	0.002652	40s
python	food-chain	PASS	2	0.002004	21s
python	go-counting	PASS	2	0.003839	93s
python	grade-school	PASS	1	0.000841	7s
python	grep	PASS	1	0.001165	13s
python	hangman	PASS	2	0.001598	33s
python	bowling	PASS	2	0.006678	216s
python	list-ops	PASS	2	0.001471	19s
python	paasio	PASS	1	0.002361	35s
python	phone-number	PASS	1	0.001790	20s
python	poker	PASS	2	0.003772	38s
python	forth	PASS	3	0.005748	395s
python	proverb	PASS	1	0.000575	6s
python	pig-latin	PASS	3	0.008173	240s
python	rest-api	FAIL	3	0.003939	59s
python	robot-name	PASS	1	0.000366	5s
python	scale-generator	PASS	1	0.000930	8s
python	sgf-parsing	PASS	1	0.001341	23s
python	simple-linked-list	PASS	2	0.001844	23s
python	pov	PASS	3	0.012774	383s
python	transpose	FAIL	3	0.004004	83s
python	two-bucket	PASS	1	0.000882	12s
rust	accumulate	PASS	1	0.001217	30s
rust	acronym	PASS	3	0.001323	23s
python	react	FAIL	3	0.004605	346s
rust	book-store	PASS	2	0.002057	30s
python	tree-building	PASS	2	0.006703	168s
rust	alphametics	PASS	2	0.003504	79s
rust	bowling	PASS	1	0.001981	41s
rust	dot-dsl	PASS	2	0.001801	27s
rust	fizzy	PASS	1	0.001264	40s
rust	doubly-linked-list	PASS	3	0.008293	142s
rust	gigasecond	PASS	1	0.000335	15s
rust	grade-school	PASS	1	0.000550	17s
rust	grep	PASS	1	0.001655	22s
rust	luhn-from	PASS	1	0.000855	16s
rust	macros	PASS	2	0.001994	31s
rust	nucleotide-codons	PASS	1	0.001863	26s
rust	ocr-numbers	PASS	2	0.002542	64s
rust	parallel-letter-frequency	PASS	3	0.003919	40s
rust	pig-latin	PASS	1	0.000718	17s
rust	forth	PASS	3	0.010455	359s
rust	poker	PASS	3	0.006057	72s
rust	react	FAIL	3	0.009651	120s
rust	say	PASS	1	0.000774	13s
rust	scale-generator	PASS	2	0.002539	41s
rust	decimal	FAIL	3	0.004337	629s
rust	simple-cipher	PASS	1	0.001130	28s
rust	two-bucket	PASS	2	0.001801	36s
rust	word-count	PASS	1	0.000779	13s
rust	variable-length-quantity	PASS	3	0.002910	38s
rust	wordy	PASS	3	0.002495	42s
rust	robot-name	PASS	3	0.005431	256s
rust	xorcism	PASS	3	0.012918	97s
