cpp	all-your-base	FAIL	2	0.003011	35s
cpp	allergies	PASS	2	0.005346	90s
cpp	bank-account	PASS	2	0.002136	28s
cpp	binary-search-tree	FAIL	2	0.005751	51s
cpp	circular-buffer	PASS	1	0.001369	23s
cpp	clock	PASS	2	0.001748	17s
cpp	complex-numbers	PASS	2	0.003173	45s
cpp	crypto-square	PASS	2	0.003761	102s
cpp	diamond	PASS	2	0.002266	28s
cpp	dnd-character	FAIL	2	0.001893	30s
cpp	gigasecond	PASS	2	0.002599	63s
cpp	grade-school	PASS	2	0.003431	37s
cpp	kindergarten-garden	FAIL	2	0.010754	155s
cpp	knapsack	PASS	2	0.003455	63s
cpp	linked-list	PASS	1	0.002439	26s
cpp	meetup	FAIL	2	0.011398	92s
cpp	parallel-letter-frequency	PASS	1	0.001903	32s
cpp	perfect-numbers	PASS	2	0.001708	32s
cpp	phone-number	PASS	2	0.001947	32s
cpp	queen-attack	PASS	2	0.003515	29s
cpp	robot-name	PASS	1	0.001119	255s
cpp	space-age	PASS	1	0.002117	62s
cpp	spiral-matrix	PASS	2	0.047970	80s
cpp	sublist	PASS	1	0.001561	92s
cpp	yacht	PASS	2	0.002251	48s
cpp	zebra-puzzle	FAIL	2	0.002665	32s
go	alphametics	FAIL	2	0.003329	84s
go	beer-song	PASS	2	0.002190	36s
go	book-store	PASS	2	0.002631	24s
go	bottle-song	PASS	2	0.001336	10s
go	bowling	FAIL	2	0.002686	72s
go	connect	PASS	1	0.000657	11s
go	counter	FAIL	2	0.001577	24s
go	crypto-square	PASS	2	0.001274	14s
go	dnd-character	PASS	2	0.001233	77s
go	dominoes	PASS	2	0.001500	28s
go	error-handling	PASS	1	0.000492	5s
go	food-chain	PASS	2	0.001552	19s
go	forth	PASS	1	0.000844	47s
go	hexadecimal	FAIL	2	0.001047	24s
go	kindergarten-garden	PASS	2	0.001462	30s
go	ledger	PASS	2	0.003673	63s
go	markdown	PASS	2	0.001806	31s
go	matrix	PASS	2	0.001190	23s
go	octal	PASS	2	0.000981	17s
go	paasio	PASS	1	0.000648	12s
go	palindrome-products	FAIL	2	0.001322	19s
go	pig-latin	PASS	2	0.001239	15s
go	poker	FAIL	2	0.002480	36s
go	pov	PASS	2	0.002475	59s
go	protein-translation	FAIL	2	0.001154	16s
go	react	FAIL	2	0.001616	40s
go	robot-simulator	FAIL	2	0.001849	30s
go	say	PASS	2	0.001170	17s
go	scale-generator	FAIL	2	0.001450	22s
go	simple-linked-list	FAIL	2	0.001207	17s
go	sublist	PASS	1	0.000530	5s
go	transpose	PASS	2	0.001168	25s
go	tree-building	PASS	1	0.000508	6s
go	trinary	FAIL	2	0.000935	9s
go	two-bucket	PASS	2	0.001654	25s
go	variable-length-quantity	PASS	2	0.001000	8s
go	word-search	PASS	2	0.001489	12s
go	wordy	PASS	1	0.000553	9s
go	zebra-puzzle	PASS	2	0.002238	50s
java	affine-cipher	PASS	2	0.002021	16s
java	all-your-base	PASS	2	0.001743	13s
java	alphametics	FAIL	2	0.003940	102s
java	bank-account	PASS	2	0.001920	25s
java	book-store	FAIL	2	0.001316	25s
java	bottle-song	PASS	2	0.001401	9s
java	bowling	FAIL	2	0.003640	46s
java	change	PASS	2	0.003104	35s
java	circular-buffer	PASS	2	0.002662	12s
java	connect	FAIL	2	0.001380	20s
java	custom-set	PASS	2	0.001515	22s
java	dominoes	PASS	2	0.001266	16s
java	food-chain	FAIL	2	0.001893	33s
java	forth	PASS	2	0.009743	45s
java	go-counting	PASS	1	0.000900	18s
java	hangman	FAIL	2	0.002045	57s
java	house	PASS	2	0.002084	21s
java	kindergarten-garden	FAIL	2	0.001160	11s
java	ledger	PASS	1	0.001635	51s
java	mazy-mice	PASS	2	0.002710	54s
java	ocr-numbers	PASS	2	0.001867	16s
java	palindrome-products	PASS	2	0.001681	8s
